frame,x1,y1,x2,y2,confidence,class
14,86,509,124,614,0.848,player
15,1534,715,1639,837,0.9345,player
15,1598,560,1672,665,0.9143,player
15,1270,473,1338,564,0.9121,player
15,637,739,690,866,0.9061,player
15,1663,454,1700,536,0.9041,player
15,837,568,894,665,0.8986,player
15,1511,434,1554,522,0.895,player
15,1555,494,1624,584,0.8896,player
15,956,565,998,660,0.8855,player
15,863,610,914,719,0.882,player
15,1811,595,1861,704,0.8472,player
16,1534,716,1629,837,0.9338,player
16,1597,561,1677,662,0.9125,player
16,642,737,690,864,0.9053,player
16,1278,473,1336,564,0.9029,player
16,1658,452,1713,537,0.9026,player
16,837,568,898,665,0.8978,player
16,1522,437,1557,524,0.8934,player
16,962,563,1008,661,0.8851,player
16,1812,593,1871,701,0.8767,player
16,870,615,910,719,0.865,player
16,1562,494,1615,590,0.8615,player
17,1534,715,1619,840,0.9387,player
17,1655,452,1717,532,0.9142,player
17,645,733,698,862,0.9141,player
17,1603,560,1661,664,0.9053,player
17,845,565,899,638,0.9048,player
17,1518,436,1561,526,0.9019,player
17,871,614,919,720,0.8883,player
17,1819,593,1879,699,0.8816,player
17,970,561,1023,658,0.8751,player
17,1566,494,1602,588,0.865,player
17,1308,492,1350,563,0.8487,player
17,1281,471,1336,545,0.7803,player
18,1537,712,1611,840,0.9316,player
18,650,729,707,860,0.9165,player
18,851,563,903,641,0.9118,player
18,1290,471,1361,563,0.9045,player
18,1647,452,1716,530,0.9001,player
18,1512,437,1569,523,0.9001,player
18,975,559,1028,654,0.9,player
18,872,610,927,718,0.8986,player
18,1567,491,1607,588,0.882,player
18,1610,562,1657,667,0.8765,player
18,1831,594,1885,699,0.8514,player
19,1541,709,1623,840,0.9379,player
19,653,728,715,850,0.9253,player
19,1295,470,1371,562,0.9168,player
19,857,561,907,645,0.9093,player
19,872,610,938,711,0.9045,player
19,981,558,1030,649,0.9025,player
19,1513,437,1575,524,0.9022,player
19,1651,451,1708,534,0.8991,player
19,1562,487,1613,579,0.8987,player
19,1616,564,1650,668,0.843,player
19,1845,594,1888,701,0.8096,player
20,1543,707,1634,834,0.9301,player
20,866,609,944,712,0.9204,player
20,655,722,720,843,0.9203,player
20,1299,471,1380,561,0.9193,player
20,1514,438,1573,525,0.9091,player
20,986,557,1039,653,0.908,player
20,1557,488,1620,577,0.9054,player
20,857,559,913,648,0.9014,player
20,1663,452,1693,535,0.863,player
20,1850,595,1889,702,0.8446,player
20,1617,562,1661,660,0.8076,player
20,178,509,215,613,0.3376,player
21,866,614,945,710,0.9328,player
21,1543,705,1640,827,0.926,player
21,1304,473,1382,565,0.9249,player
21,653,721,721,844,0.9185,player
21,1533,441,1576,524,0.9073,player
21,857,559,917,653,0.8938,player
21,1549,490,1617,581,0.893,player
21,1618,559,1671,670,0.8904,player
21,986,556,1038,650,0.8863,player
21,1662,453,1695,534,0.8721,player
21,1857,592,1899,700,0.8578,player
22,653,719,717,845,0.923,player
22,871,611,943,712,0.9219,player
22,1309,475,1378,564,0.9139,player
22,1536,705,1605,822,0.9134,player
22,1653,451,1707,536,0.9109,player
22,985,554,1050,648,0.9102,player
22,1617,559,1682,670,0.9043,player
22,1545,493,1616,584,0.8896,player
22,1545,444,1578,525,0.8758,player
22,865,558,922,656,0.8619,player
22,1860,590,1907,698,0.8344,player
23,657,717,717,842,0.9267,player
23,1615,558,1691,664,0.9222,player
23,1534,705,1627,824,0.9216,player
23,983,552,1058,647,0.9166,player
23,1644,452,1711,530,0.9106,player
23,1313,476,1378,564,0.9096,player
23,1546,445,1582,518,0.8965,player
23,879,557,927,643,0.8944,player
23,1548,494,1621,587,0.8847,player
23,875,612,935,712,0.8771,player
23,1863,588,1918,692,0.8448,player
23,216,508,255,612,0.3041,player
24,1608,557,1696,660,0.9249,player
24,1533,707,1623,830,0.9188,player
24,984,550,1063,642,0.915,player
24,1638,450,1709,530,0.9107,player
24,664,712,719,839,0.9102,player
24,1556,495,1613,588,0.8928,player
24,1545,444,1587,526,0.8788,player
24,886,555,931,641,0.8788,player
24,1866,587,1920,691,0.8703,player
24,1318,475,1361,560,0.8545,player
24,882,613,921,711,0.818,player
24,227,509,266,613,0.6871,player
25,986,548,1062,637,0.9226,player
25,672,710,726,836,0.9168,player
25,1608,558,1689,659,0.9099,player
25,1527,706,1590,829,0.899,player
25,1544,443,1588,527,0.8872,player
25,881,604,923,710,0.8866,player
25,1640,451,1699,532,0.885,player
25,1320,476,1370,564,0.8753,player
25,893,552,938,641,0.8533,player
25,1561,529,1588,588,0.8354,player
25,238,509,277,612,0.8256,player
25,1873,588,1920,694,0.8159,player
25,1564,493,1597,565,0.6336,player
25,1553,708,1612,808,0.5673,player
26,1526,705,1599,829,0.9226,player
26,676,706,732,825,0.9092,player
26,1325,475,1380,565,0.9059,player
26,990,547,1053,639,0.9041,player
26,1612,559,1686,663,0.8973,player
26,882,594,929,708,0.8955,player
26,1539,444,1587,521,0.8949,player
26,1646,451,1685,534,0.8867,player
26,1556,492,1597,588,0.8845,player
26,900,549,945,633,0.8801,player
26,1882,589,1920,694,0.8148,player
26,248,510,288,613,0.6984,player
27,1524,702,1592,829,0.9299,player
27,881,595,935,705,0.9224,player
27,675,705,731,823,0.9132,player
27,1640,452,1678,534,0.9076,player
27,1326,473,1387,564,0.9065,player
27,993,546,1057,639,0.8949,player
27,1541,445,1584,518,0.8855,player
27,1611,560,1676,663,0.8852,player
27,905,546,951,635,0.8806,player
27,1548,492,1601,586,0.8799,player
27,259,510,299,613,0.7712,player
27,1885,588,1920,693,0.7414,player
28,1521,700,1596,828,0.9432,player
28,1323,473,1393,559,0.9106,player
28,1630,451,1684,534,0.9092,player
28,677,704,727,825,0.907,player
28,879,591,939,700,0.9052,player
28,997,542,1057,637,0.899,player
28,909,544,959,636,0.8933,player
28,1536,492,1604,581,0.889,player
28,1605,560,1659,664,0.8872,player
28,1546,447,1583,509,0.8823,player
28,1891,587,1920,693,0.8116,player
28,270,510,310,614,0.2676,player
29,1522,698,1597,819,0.9405,player
29,1321,473,1397,560,0.9203,player
29,998,539,1063,634,0.9167,player
29,1608,558,1658,664,0.9128,player
29,678,701,725,824,0.9072,player
29,868,592,940,699,0.905,player
29,1620,450,1684,527,0.9045,player
29,911,543,966,633,0.9019,player
29,1535,492,1605,581,0.8783,player
29,1541,447,1581,512,0.8732,player
29,1895,585,1920,686,0.7898,player
29,281,509,321,613,0.7641,player
30,1509,699,1594,819,0.928,player
30,1611,449,1681,526,0.9182,player
30,1320,474,1400,561,0.918,player
30,1605,556,1664,666,0.917,player
30,679,697,726,823,0.9135,player
30,999,538,1063,628,0.9093,player
30,913,543,970,631,0.902,player
30,875,592,940,701,0.9009,player
30,1533,490,1598,583,0.8843,player
30,1538,447,1581,513,0.8832,player
30,1900,582,1920,686,0.5845,player
31,1501,698,1586,819,0.9262,player
31,999,535,1064,630,0.9155,player
31,1601,555,1669,662,0.915,player
31,1321,476,1397,564,0.9146,player
31,679,692,729,816,0.9126,player
31,913,542,974,636,0.9064,player
31,1533,492,1590,586,0.8962,player
31,1611,451,1663,531,0.8937,player
31,876,596,934,702,0.892,player
31,1542,446,1579,511,0.8483,player
31,1901,584,1920,685,0.828,player
32,1506,699,1573,819,0.9223,player
32,1596,555,1672,657,0.9221,player
32,680,689,733,807,0.9204,player
32,998,534,1061,631,0.9146,player
32,1320,478,1393,564,0.9102,player
32,916,540,977,635,0.9003,player
32,880,597,927,700,0.8882,player
32,1616,451,1647,531,0.8754,player
32,1537,490,1580,585,0.8636,player
32,1902,587,1920,686,0.8424,player
32,1533,447,1577,530,0.8087,player
32,1518,478,1565,533,0.3798,player
32,1520,454,1574,534,0.3098,player
33,682,687,738,801,0.9213,player
33,1498,699,1557,821,0.9198,player
33,1589,554,1666,657,0.9194,player
33,1318,479,1388,564,0.9111,player
33,1610,452,1644,531,0.9072,player
33,999,532,1057,633,0.907,player
33,920,539,975,636,0.9059,player
33,879,595,923,701,0.8889,player
33,1535,489,1576,583,0.8156,player
33,1540,447,1575,514,0.7801,player
33,1905,589,1920,686,0.6254,player
34,924,538,977,633,0.9242,player
34,1497,696,1549,821,0.9235,player
34,683,686,734,803,0.9086,player
34,1601,453,1648,532,0.901,player
34,997,530,1054,632,0.8995,player
34,1592,558,1645,661,0.8868,player
34,880,592,924,700,0.8845,player
34,1315,479,1380,563,0.8732,player
34,1531,502,1573,586,0.8183,player
34,1544,450,1573,524,0.7156,player
34,1518,395,1555,463,0.6268,player
34,1526,489,1568,542,0.5541,player
34,1315,479,1373,530,0.5007,player
35,1492,694,1556,820,0.9251,player
35,1591,451,1650,527,0.9242,player
35,685,685,733,805,0.9111,player
35,999,529,1059,623,0.9093,player
35,925,538,981,629,0.9071,player
35,883,590,929,698,0.8999,player
35,1315,479,1373,566,0.8982,player
35,1521,488,1574,582,0.8885,player
35,1594,559,1642,662,0.8572,player
35,1543,452,1573,512,0.7324,player
35,345,510,382,609,0.4475,player
35,1519,396,1556,464,0.3938,player
36,998,528,1064,619,0.9227,player
36,1486,691,1562,816,0.92,player
36,1315,479,1382,566,0.9116,player
36,929,540,987,630,0.9113,player
36,881,588,935,698,0.9061,player
36,686,684,735,806,0.9056,player
36,1513,492,1574,580,0.8939,player
36,1578,452,1649,526,0.8867,player
36,1597,595,1631,663,0.7939,player
36,1542,450,1575,514,0.7527,player
36,1598,561,1631,638,0.735,player
36,357,511,395,612,0.2988,player
37,1474,691,1567,809,0.9363,player
37,878,589,942,694,0.9176,player
37,1319,480,1388,566,0.9168,player
37,1004,528,1065,618,0.912,player
37,1512,491,1570,582,0.9041,player
37,937,543,993,630,0.9002,player
37,1593,561,1636,664,0.8968,player
37,688,682,737,791,0.8848,player
37,367,512,405,615,0.7226,player
37,1538,449,1574,526,0.6555,player
37,1521,450,1574,525,0.5303,player
37,1575,453,1641,529,0.501,player
38,1464,691,1567,808,0.9331,player
38,877,589,946,694,0.9295,player
38,1321,480,1394,564,0.9152,player
38,1006,528,1068,621,0.9126,player
38,1588,559,1645,667,0.9097,player
38,946,544,998,632,0.9042,player
38,691,679,740,801,0.8903,player
38,1517,493,1564,584,0.8788,player
38,1584,454,1625,532,0.7911,player
38,1537,453,1575,534,0.6782,player
38,379,515,416,613,0.6287,player
39,880,591,947,694,0.9276,player
39,1464,691,1540,810,0.9165,player
39,1327,482,1396,565,0.9162,player
39,697,678,748,792,0.9106,player
39,1585,559,1652,666,0.9102,player
39,957,544,1006,631,0.892,player
39,1012,529,1073,622,0.8685,player
39,1584,455,1614,533,0.8624,player
39,390,517,427,615,0.8072,player
39,1521,493,1564,584,0.8019,player
39,1535,458,1577,535,0.7102,player
40,883,592,948,696,0.9253,player
40,1333,483,1398,568,0.9205,player
40,1577,559,1657,661,0.9193,player
40,1020,527,1079,622,0.9186,player
40,697,677,752,788,0.9178,player
40,1464,694,1532,812,0.9133,player
40,968,543,1013,630,0.9092,player
40,1576,453,1617,534,0.8748,player
40,1517,494,1561,584,0.8524,player
40,1544,457,1573,535,0.7061,player
40,1544,397,1574,470,0.2502,player
41,885,592,947,695,0.9231,player
41,1460,694,1541,813,0.9199,player
41,1336,485,1393,567,0.9116,player
41,700,676,752,788,0.911,player
41,1023,527,1082,620,0.9081,player
41,1577,560,1658,659,0.9063,player
41,978,543,1022,629,0.9053,player
41,1510,492,1569,584,0.9041,player
41,1572,451,1620,532,0.8594,player
41,1543,458,1575,535,0.6569,player
41,1541,398,1580,470,0.4655,player
41,412,521,451,616,0.4043,player
42,889,591,942,696,0.9133,player
42,1459,693,1527,814,0.9132,player
42,1579,562,1646,661,0.9086,player
42,704,677,755,790,0.9039,player
42,1028,526,1085,618,0.8978,player
42,1506,492,1573,583,0.8945,player
42,989,542,1030,631,0.8904,player
42,1344,487,1393,567,0.8284,player
42,1341,485,1387,557,0.8138,player
42,1538,465,1583,549,0.7216,player
42,1573,455,1619,521,0.4338,player
42,55,367,81,421,0.2616,player
42,1571,458,1609,527,0.2547,player
43,1463,690,1521,813,0.9278,player
43,711,674,759,789,0.9234,player
43,896,590,939,696,0.915,player
43,1581,563,1644,665,0.9126,player
43,1504,493,1575,576,0.9101,player
43,1345,487,1402,569,0.8936,player
43,998,543,1041,629,0.8878,player
43,1028,526,1091,611,0.8855,player
43,1545,476,1594,550,0.8353,player
43,1535,464,1582,550,0.7245,player
43,1566,454,1597,521,0.4806,player
43,1567,447,1603,515,0.3767,player
44,1466,689,1527,815,0.922,player
44,899,589,945,697,0.9157,player
44,716,670,764,788,0.9131,player
44,1346,486,1409,571,0.9114,player
44,1578,565,1632,666,0.8859,player
44,1510,493,1572,578,0.8853,player
44,1009,541,1050,628,0.8805,player
44,1040,527,1094,593,0.8688,player
44,1554,474,1602,550,0.7546,player
44,1537,466,1580,545,0.7438,player
44,1565,447,1595,525,0.6471,player
44,1536,471,1599,550,0.5879,player
44,1564,404,1594,482,0.3621,player
44,1566,445,1604,515,0.303,player
45,903,589,953,698,0.9162,player
45,1347,485,1417,569,0.9147,player
45,1466,688,1529,809,0.9131,player
45,720,667,768,784,0.9029,player
45,1577,564,1628,666,0.8912,player
45,1518,491,1565,584,0.8884,player
45,1018,539,1060,629,0.8696,player
45,1044,526,1088,593,0.8289,player
45,1539,468,1598,543,0.7821,player
45,1552,460,1599,540,0.6047,player
45,453,527,495,617,0.3642,player
45,58,602,83,650,0.2805,player
46,1345,487,1421,570,0.9193,player
46,1453,689,1531,808,0.9183,player
46,1579,562,1636,669,0.9147,player
46,905,590,957,696,0.9142,player
46,724,665,770,776,0.9037,player
46,1027,537,1076,629,0.8775,player
46,1513,492,1558,586,0.8144,player
46,1549,457,1595,538,0.7895,player
46,1047,525,1088,602,0.7791,player
46,1542,466,1584,537,0.7767,player
46,1529,490,1563,573,0.2851,player
46,1562,459,1602,533,0.2564,player
47,1580,562,1642,671,0.9266,player
47,1448,690,1531,808,0.9263,player
47,908,592,959,693,0.9204,player
47,1346,489,1424,574,0.9153,player
47,728,665,773,776,0.9113,player
47,1545,459,1598,545,0.8843,player
47,1509,495,1562,586,0.8734,player
47,1035,534,1087,630,0.8693,player
48,1448,692,1524,812,0.9301,player
48,1576,561,1646,665,0.9137,player
48,911,595,960,694,0.9095,player
48,1513,494,1566,587,0.8962,player
48,730,665,774,778,0.8925,player
48,1544,458,1600,551,0.881,player
48,1351,497,1420,575,0.8778,player
48,1042,540,1097,631,0.8669,player
48,1346,491,1414,548,0.7691,player
48,1037,533,1090,620,0.7556,player
48,484,530,527,621,0.5815,player
49,1448,695,1514,813,0.9286,player
49,1570,562,1647,665,0.92,player
49,735,666,779,780,0.9037,player
49,913,598,961,694,0.9022,player
49,1051,542,1106,633,0.8974,player
49,1544,462,1592,536,0.8905,player
49,1512,495,1570,584,0.8894,player
49,1354,501,1412,576,0.8277,player
49,1345,492,1404,553,0.7588,player
49,1039,539,1083,616,0.7473,player
49,104,602,130,654,0.3203,player
50,1448,695,1505,814,0.9201,player
50,739,665,779,778,0.909,player
50,1572,566,1644,668,0.9068,player
50,914,600,962,697,0.9066,player
50,1059,546,1116,635,0.8929,player
50,1511,497,1570,581,0.8882,player
50,1542,464,1579,533,0.8473,player
50,1046,537,1107,624,0.8203,player
50,1369,505,1402,578,0.8071,player
50,1345,494,1394,549,0.7896,player
50,1345,496,1399,572,0.6731,player
50,505,533,547,622,0.3276,player
51,1449,693,1500,816,0.9191,player
51,1069,548,1125,635,0.9098,player
51,917,600,964,697,0.9029,player
51,1516,500,1569,581,0.8957,player
51,745,664,786,779,0.8917,player
51,1575,570,1632,671,0.8912,player
51,1371,509,1404,580,0.884,player
51,1347,497,1389,548,0.8719,player
51,1053,541,1094,615,0.8299,player
51,1543,466,1580,532,0.8252,player
51,515,534,558,624,0.432,player
51,1056,543,1113,628,0.3829,player
52,1448,692,1506,818,0.9287,player
52,915,599,972,697,0.9184,player
52,748,664,794,770,0.9103,player
52,1080,548,1135,636,0.8891,player
52,1364,510,1413,581,0.8802,player
52,1582,574,1624,672,0.8744,player
52,1520,502,1553,582,0.8705,player
52,1348,499,1390,547,0.86,player
52,1059,539,1103,615,0.842,player
52,1541,470,1574,554,0.8378,player
52,526,534,568,626,0.6175,player
53,1445,692,1511,815,0.9196,player
53,913,598,980,699,0.9181,player
53,752,663,796,766,0.912,player
53,1088,550,1145,636,0.8866,player
53,1581,574,1618,675,0.8769,player
53,1362,510,1421,582,0.8732,player
53,1519,502,1550,585,0.8561,player
53,1538,468,1577,555,0.8484,player
53,1352,500,1398,550,0.8351,player
53,1064,541,1108,621,0.8329,player
53,536,536,578,625,0.5665,player
53,1352,501,1415,560,0.3348,player
54,1434,693,1518,812,0.9316,player
54,907,598,988,699,0.9212,player
54,754,663,798,770,0.9129,player
54,1359,503,1424,584,0.9098,player
54,1576,568,1622,675,0.904,player
54,1514,502,1551,586,0.9008,player
54,1096,548,1149,637,0.8941,player
54,1535,467,1581,552,0.8351,player
54,1072,543,1109,615,0.8286,player
55,1425,694,1521,808,0.9318,player
55,904,598,990,700,0.9298,player
55,753,663,805,769,0.9216,player
55,1571,566,1629,678,0.9056,player
55,1103,547,1154,637,0.8963,player
55,1510,502,1555,589,0.8902,player
55,1071,547,1114,616,0.866,player
55,1365,507,1421,584,0.8587,player
55,1536,494,1579,574,0.7638,player
55,1534,467,1555,519,0.7459,player
55,1362,504,1419,563,0.4451,player
56,1425,695,1517,810,0.9394,player
56,1567,568,1635,673,0.9249,player
56,907,599,988,701,0.9246,player
56,752,662,812,769,0.924,player
56,1366,505,1414,585,0.9191,player
56,1501,501,1561,588,0.903,player
56,1108,547,1157,638,0.8936,player
56,1071,546,1120,616,0.8813,player
56,1528,467,1550,514,0.7825,player
56,1536,493,1575,573,0.6909,player
56,563,537,608,627,0.5937,player
56,176,615,201,665,0.2787,player
57,1425,696,1508,813,0.9335,player
57,1556,570,1641,670,0.9274,player
57,911,599,985,702,0.9238,player
57,751,659,814,767,0.9138,player
57,1367,505,1409,584,0.909,player
57,1116,547,1157,637,0.8945,player
57,1492,501,1565,589,0.8936,player
57,1076,546,1124,618,0.8727,player
57,1521,468,1548,516,0.6779,player
57,1517,495,1572,583,0.6348,player
57,574,537,616,630,0.617,player
58,1554,570,1636,669,0.9314,player
58,1423,698,1497,815,0.9287,player
58,1367,505,1416,585,0.9247,player
58,914,599,975,702,0.9201,player
58,751,658,814,760,0.9109,player
58,1122,549,1163,637,0.8929,player
58,1485,505,1560,587,0.8901,player
58,1082,546,1130,618,0.8884,player
58,581,538,624,632,0.8511,player
58,1516,470,1545,518,0.8271,player
58,1530,495,1575,580,0.7253,player
59,1368,504,1421,586,0.9288,player
59,1555,572,1628,672,0.922,player
59,913,598,965,701,0.9102,player
59,1423,698,1483,817,0.908,player
59,752,657,809,756,0.9012,player
59,1128,550,1168,640,0.8869,player
59,1484,506,1554,589,0.8868,player
59,1089,546,1138,621,0.8701,player
59,1534,494,1567,570,0.8373,player
59,1504,469,1542,521,0.8291,player
59,588,540,632,632,0.2691,player
60,1367,504,1425,587,0.9277,player
60,1424,695,1472,816,0.9161,player
60,913,599,957,702,0.9069,player
60,1131,551,1174,640,0.9036,player
60,1560,573,1623,676,0.9012,player
60,751,656,800,758,0.889,player
60,1098,547,1140,618,0.8878,player
60,1490,505,1544,589,0.8492,player
60,1499,468,1540,528,0.8225,player
60,597,543,639,634,0.6173,player
60,1533,493,1571,571,0.608,player
61,1420,693,1476,816,0.9292,player
61,1368,503,1427,588,0.9281,player
61,1130,554,1181,641,0.9102,player
61,915,599,958,701,0.9092,player
61,751,657,795,759,0.8962,player
61,1105,545,1148,617,0.8959,player
61,1563,575,1609,677,0.8882,player
61,603,545,646,634,0.8712,player
61,1492,468,1537,525,0.8544,player
61,1494,503,1530,593,0.804,player
61,1523,495,1568,574,0.7368,player
62,1413,692,1476,815,0.935,player
62,1129,556,1187,641,0.9178,player
62,1368,503,1424,589,0.917,player
62,915,600,956,702,0.9106,player
62,750,654,793,756,0.9013,player
62,1557,573,1597,676,0.8742,player
62,609,545,653,634,0.861,player
62,1112,543,1154,618,0.8591,player
62,1488,468,1529,527,0.8502,player
62,1492,502,1527,592,0.8249,player
62,1521,497,1569,566,0.6938,player
63,1397,692,1473,814,0.9356,player
63,749,648,798,757,0.9218,player
63,1541,573,1598,677,0.9157,player
63,914,601,957,702,0.9098,player
63,1364,504,1418,587,0.8935,player
63,1132,556,1197,641,0.8838,player
63,617,545,660,633,0.8687,player
63,1482,470,1523,523,0.8556,player
63,1121,541,1166,626,0.8545,player
63,1490,504,1526,594,0.7801,player
63,1519,499,1571,556,0.7203,player
63,28,402,54,476,0.4832,player
63,1495,501,1558,572,0.3897,player
64,1539,572,1603,676,0.9345,player
64,748,646,803,752,0.928,player
64,1389,694,1469,813,0.9276,player
64,903,606,953,702,0.9122,player
64,1134,554,1204,643,0.8927,player
64,624,547,665,634,0.8582,player
64,1369,510,1414,588,0.8513,player
64,1130,540,1167,621,0.8301,player
64,1518,502,1563,560,0.8268,player
64,1480,475,1518,542,0.8114,player
64,1483,504,1528,593,0.8063,player
64,1351,505,1404,551,0.7628,player
64,1351,505,1412,579,0.6938,player
65,1389,697,1458,814,0.9335,player
65,745,644,803,751,0.9233,player
65,894,607,953,703,0.9176,player
65,1540,571,1603,674,0.9158,player
65,1137,551,1210,643,0.9,player
65,1355,511,1422,589,0.8808,player
65,630,546,673,636,0.8751,player
65,1482,474,1508,529,0.8066,player
65,1467,506,1531,593,0.7938,player
65,1515,502,1560,581,0.6833,player
65,1137,541,1180,632,0.4912,player
65,1375,512,1422,589,0.4719,player
66,1391,696,1447,816,0.9349,player
66,886,606,959,703,0.9186,player
66,742,643,799,750,0.9171,player
66,1537,571,1599,668,0.8913,player
66,1143,549,1211,641,0.8909,player
66,1376,515,1430,589,0.8893,player
66,1476,471,1503,529,0.8642,player
66,1510,504,1552,577,0.7809,player
66,1462,509,1530,594,0.7641,player
66,637,547,682,637,0.6016,player
66,1341,511,1423,572,0.5592,player
66,1340,509,1397,555,0.5456,player
67,880,606,966,703,0.9303,player
67,1389,696,1439,816,0.9223,player
67,739,643,792,749,0.9075,player
67,1147,544,1211,642,0.9037,player
67,1535,573,1590,670,0.8941,player
67,1468,470,1499,538,0.889,player
67,1369,518,1440,587,0.8676,player
67,645,547,688,636,0.8619,player
67,1458,509,1526,594,0.8473,player
67,1340,512,1395,563,0.7362,player
67,1341,513,1438,577,0.4939,player
67,1497,506,1545,592,0.4373,player
68,889,605,967,705,0.9275,player
68,1150,542,1208,642,0.9168,player
68,1386,695,1435,816,0.9133,player
68,736,642,788,751,0.9077,player
68,1453,509,1523,597,0.8779,player
68,653,546,696,636,0.8716,player
68,1362,521,1446,589,0.8632,player
68,1463,470,1496,535,0.8569,player
